UUID        = f318bdec-c973-4a03-ae2f-381d05d8a325
     20847733     ECG3   3939 
     20847734     ECG3   3939 
     20847735     ECG3   3939 
     20847736     ECG3   3939 
     20847737     ECG3   3939 
     20847738     ECG3   3939 
     20847739     ECG3   3939 
     20847740     ECG3   3939 
     20847741     ECG3   3939 
     20847742     ECG3   3939 
     20847743     ECG3   3939 
     20847704     ECG4   2539 
     20847705     ECG4   2539 
     20847706     ECG4   2539 
     20847707     ECG4   2539 
     20847708     ECG4   2539 
     20847709     ECG4   2539 
     20847710     ECG4   2539 
     20847711     ECG4   2539 
     20847712     ECG4   2539 
     20847713     ECG4   2539 
     20847714     ECG4   2539 
     20847715     ECG4   2539 
     20847716     ECG4   2539 
     20847717     ECG4   2539 
     20847718     ECG4   2539 
     20847719     ECG4   2539 
     20847720     ECG4   2539 
     20847721     ECG4   2539 
     20847722     ECG4   2539 
     20847723     ECG4   2539 
     20847724     ECG4   2539 
     20847725     ECG4   2539 
     20847726     ECG4   2539 
     20847727     ECG4   2539 
     20847728     ECG4   2539 
     20847729     ECG4   2539 
     20847730     ECG4   2539 
     20847731     ECG4   2539 
     20847732     ECG4   2539 
     20847733     ECG4   2539 
     20847734     ECG4   2539 
     20847735     ECG4   2539 
     20847736     ECG4   2539 
     20847737     ECG4   2539 
     20847738     ECG4   2539 
     20847739     ECG4   2539 
     20847740     ECG4   2539 
     20847741     ECG4   2539 
     20847742     ECG4   2539 
     20847743     ECG4   2539 
     20847744     ECG1   3563 
     20847745     ECG1   3563 
     20847746     ECG1   3563 
     20847747     ECG1   3563 
     20847748     ECG1   3563 
     20847749     ECG1   3563 
     20847750     ECG1   3563 
     20847751     ECG1   3563 
     20847752     ECG1   3563 
     20847753     ECG1   3563 
     20847754     ECG1   3563 
     20847755     ECG1   3563 
     20847756     ECG1   3563 
     20847757     ECG1   3563 
     20847758     ECG1   3563 
     20847759     ECG1   3563 
     20847760     ECG1   3563 
     20847761     ECG1   3563 
     20847762     ECG1   3563 
     20847763     ECG1   3563 
     20847764     ECG1   3563 
     20847765     ECG1   3563 
     20847744     ECG2    756 
     20847745     ECG2    756 
     20847746     ECG2    756 
     20847747     ECG2    756 
     20847748     ECG2    756 
     20847749     ECG2    756 
     20847750     ECG2    756 
     20847751     ECG2    756 
     20847752     ECG2    756 
     20847753     ECG2    756 
     20847754     ECG2    756 
     20847755     ECG2    756 
     20847756     ECG2    756 
     20847757     ECG2    756 
     20847758     ECG2    756 
     20847759     ECG2    756 
     20847760     ECG2    756 
     20847761     ECG2    756 
     20847762     ECG2    756 
     20847763     ECG2    756 
     20847764     ECG2    756 
     20847765     ECG2    756 
     20847744     ECG3   3939 
     20847745     ECG3   3939 
     20847746     ECG3   3939 
     20847747     ECG3   3939 
     20847748     ECG3   3939 
     20847749     ECG3   3939 
     20847750     ECG3   3939 
     20847751     ECG3   3939 
     20847752     ECG3   3939 
     20847753     ECG3   3939 
     20847754     ECG3   3939 
     20847755     ECG3   3939 
     20847756     ECG3   3939 
     20847757     ECG3   3939 
     20847758     ECG3   3939 
     20847759     ECG3   3939 
     20847760     ECG3   3939 
     20847761     ECG3   3939 
     20847762     ECG3   3939 
     20847763     ECG3   3939 
     20847764     ECG3   3939 
     20847765     ECG3   3939 
     20847744     ECG4   2539 
     20847745     ECG4   2539 
     20847746     ECG4   2539 
     20847747     ECG4   2539 
     20847748     ECG4   2539 
     20847749     ECG4   2539 
     20847750     ECG4   2539 
     20847751     ECG4   2539 
     20847752     ECG4   2539 
     20847753     ECG4   2539 
     20847754     ECG4   2539 
     20847755     ECG4   2539 
     20847756     ECG4   2539 
     20847757     ECG4   2539 
     20847758     ECG4   2539 
     20847759     ECG4   2539 
     20847760     ECG4   2539 
     20847761     ECG4   2539 
     20847762     ECG4   2539 
     20847763     ECG4   2539 
     20847764     ECG4   2539 
     20847765     ECG4   2539 
     20942547     ECG1   3544 
     20942548     ECG1   3544 
     20942549     ECG1   3544 
     20942550     ECG1   3544 
     20942551     ECG1   3544 
     20942552     ECG1   3544 
     20942553     ECG1   3544 
     20942554     ECG1   3544 
     20942555     ECG1   3544 
     20942556     ECG1   3544 
     20942557     ECG1   3544 
     20942558     ECG1   3544 
     20942559     ECG1   3544 
     20942560     ECG1   3544 
     20942561     ECG1   3544 
     20942562     ECG1   3544 
     20942563     ECG1   3544 
     20942564     ECG1   3544 
     20942565     ECG1   3544 
     20942566     ECG1   3544 
     20942567     ECG1   3544 
     20942568     ECG1   3544 
     20942569     ECG1   3544 
     20942570     ECG1   3544 
     20942571     ECG1   3544 
     20942572     ECG1   3544 
     20942573     ECG1   3544 
     20942574     ECG1   3544 
     20942575     ECG1   3544 
     20942576     ECG1   3544 
     20942577     ECG1   3544 
     20942578     ECG1   3544 
     20942579     ECG1   3544 
     20942580     ECG1   3544 
     20942581     ECG1   3544 
     20942582     ECG1   3544 
     20942583     ECG1   3544 
     20942547     ECG2   3774 
     20942548     ECG2   3774 
     20942549     ECG2   3774 
     20942550     ECG2   3774 
     20942551     ECG2   3774 
     20942552     ECG2   3774 
     20942553     ECG2   3774 
     20942554     ECG2   3774 
     20942555     ECG2   3774 
     20942556     ECG2   3774 
     20942557     ECG2   3774 
     20942558     ECG2   3774 
     20942559     ECG2   3774 
     20942560     ECG2   3774 
     20942561     ECG2   3774 
     20942562     ECG2   3774 
     20942563     ECG2   3774 
     20942564     ECG2   3774 
     20942565     ECG2   3774 
     20942566     ECG2   3774 
     20942567     ECG2   3774 
     20942568     ECG2   3774 
     20942569     ECG2   3774 
     20942570     ECG2   3774 
     20942571     ECG2   3774 
     20942572     ECG2   3774 
     20942573     ECG2   3774 
     20942574     ECG2   3774 
     20942575     ECG2   3774 
     20942576     ECG2   3774 
     20942577     ECG2   3774 
     20942578     ECG2   3774 
     20942579     ECG2   3774 
     20942580     ECG2   3774 
     20942581     ECG2   3774 
     20942582     ECG2   3774 
     20942583     ECG2   3774 
     20942547     ECG3   3390 
     20942548     ECG3   3390 
     20942549     ECG3   3390 
     20942550     ECG3   3390 
     20942551     ECG3   3390 
     20942552     ECG3   3390 
     20942553     ECG3   3390 
     20942554     ECG3   3390 
     20942555     ECG3   3390 
     20942556     ECG3   3390 
     20942557     ECG3   3390 
     20942558     ECG3   3390 
     20942559     ECG3   3390 
     20942560     ECG3   3390 
     20942561     ECG3   3390 
     20942562     ECG3   3390 
     20942563     ECG3   3390 
     20942564     ECG3   3390 
     20942565     ECG3   3390 
     20942566     ECG3   3390 
     20942567     ECG3   3390 
     20942568     ECG3   3390 
     20942569     ECG3   3390 
     20942570     ECG3   3390 
     20942571     ECG3   3390 
     20942572     ECG3   3390 
     20942573     ECG3   3390 
     20942574     ECG3   3390 
     20942575     ECG3   3390 
     20942576     ECG3   3390 
     20942577     ECG3   3390 
     20942578     ECG3   3390 
     20942579     ECG3   3390 
     20942580     ECG3   3390 
     20942581     ECG3   3390 
     20942582     ECG3   3390 
     20942583     ECG3   3390 
     20942547     ECG4   3886 
     20942548     ECG4   3886 
     20942549     ECG4   3886 
     20942550     ECG4   3886 
     20942551     ECG4   3886 
     20942552     ECG4   3886 
     20942553     ECG4   3886 
     20942554     ECG4   3886 
     20942555     ECG4   3886 
     20942556     ECG4   3886 
     20942557     ECG4   3886 
     20942558     ECG4   3886 
     20942559     ECG4   3886 
     20942560     ECG4   3886 
     20942561     ECG4   3886 
     20942562     ECG4   3886 
     20942563     ECG4   3886 
     20942564     ECG4   3886 
     20942565     ECG4   3886 
     20942566     ECG4   3886 
     20942567     ECG4   3886 
     20942568     ECG4   3886 
     20942569     ECG4   3886 
     20942570     ECG4   3886 
     20942571     ECG4   3886 
     20942572     ECG4   3886 
     20942573     ECG4   3886 
     20942574     ECG4   3886 
     20942575     ECG4   3886 
     20942576     ECG4   3886 
     20942577     ECG4   3886 
     20942578     ECG4   3886 
     20942579     ECG4   3886 
     20942580     ECG4   3886 
     20942581     ECG4   3886 
     20942582     ECG4   3886 
     20942583     ECG4   3886 
     20942584     ECG1   3544 
     20942585     ECG1   3544 
     20942586     ECG1   3544 
     20942587     ECG1   3544 
     20942588     ECG1   3544 
     20942589     ECG1   3544 
     20942590     ECG1   3544 
     20942591     ECG1   3544 
     20942592     ECG1   3544 
     20942593     ECG1   3544 
     20942594     ECG1   3544 
     20942595     ECG1   3544 
     20942596     ECG1   3544 
     20942597     ECG1   3544 
     20942598     ECG1   3544 
     20942599     ECG1   3544 
     20942600     ECG1   3544 
     20942601     ECG1   3544 
     20942602     ECG1   3544 
     20942603     ECG1   3544 
     20942604     ECG1   3544 
     20942605     ECG1   3544 
     20942606     ECG1   3544 
     20942607     ECG1   3544 
     20942608     ECG1   3544 
     20942609     ECG1   3544 
     20942610     ECG1   3544 
     20942611     ECG1   3544 
     20942612     ECG1   3544 
     20942613     ECG1   3544 
     20942614     ECG1   3544 
     20942615     ECG1   3544 
     20942616     ECG1   3544 
     20942617     ECG1   3544 
     20942618     ECG1   3544 
     20942619     ECG1   3544 
     20942620     ECG1   3544 
     20942621     ECG1   3544 
     20942622     ECG1   3544 
     20942623     ECG1   3544 
     20942584     ECG2   3774 
     20942585     ECG2   3774 
     20942586     ECG2   3774 
     20942587     ECG2   3774 
     20942588     ECG2   3774 
     20942589     ECG2   3774 
     20942590     ECG2   3774 
     20942591     ECG2   3774 
     20942592     ECG2   3774 
     20942593     ECG2   3774 
     20942594     ECG2   3774 
     20942595     ECG2   3774 
     20942596     ECG2   3774 
     20942597     ECG2   3774 
     20942598     ECG2   3774 
     20942599     ECG2   3774 
     20942600     ECG2   3774 
     20942601     ECG2   3774 
     20942602     ECG2   3774 
     20942603     ECG2   3774 
     20942604     ECG2   3774 
     20942605     ECG2   3774 
     20942606     ECG2   3774 
     20942607     ECG2   3774 
     20942608     ECG2   3774 
     20942609     ECG2   3774 
     20942610     ECG2   3774 
     20942611     ECG2   3774 
     20942612     ECG2   3774 
     20942613     ECG2   3774 
     20942614     ECG2   3774 
     20942615     ECG2   3774 
     20942616     ECG2   3774 
     20942617     ECG2   3774 
     20942618     ECG2   3774 
     20942619     ECG2   3774 
     20942620     ECG2   3774 
     20942621     ECG2   3774 
     20942622     ECG2   3774 
     20942623     ECG2   3774 
     20942584     ECG3   3390 
     20942585     ECG3   3390 
     20942586     ECG3   3390 
     20942587     ECG3   3390 
     20942588     ECG3   3390 
     20942589     ECG3   3390 
     20942590     ECG3   3390 
     20942591     ECG3   3390 
     20942592     ECG3   3390 
     20942593     ECG3   3390 
     20942594     ECG3   3390 
     20942595     ECG3   3390 
     20942596     ECG3   3390 
     20942597     ECG3   3390 
     20942598     ECG3   3390 
     20942599     ECG3   3390 
     20942600     ECG3   3390 
     20942601     ECG3   3390 
     20942602     ECG3   3390 
     20942603     ECG3   3390 
     20942604     ECG3   3390 
     20942605     ECG3   3390 
     20942606     ECG3   3390 
     20942607     ECG3   3390 
     20942608     ECG3   3390 
     20942609     ECG3   3390 
     20942610     ECG3   3390 
     20942611     ECG3   3390 
     20942612     ECG3   3390 
     20942613     ECG3   3390 
     20942614     ECG3   3390 
     20942615     ECG3   3390 
     20942616     ECG3   3390 
     20942617     ECG3   3390 
     20942618     ECG3   3390 
     20942619     ECG3   3390 
     20942620     ECG3   3390 
     20942621     ECG3   3390 
     20942622     ECG3   3390 
     20942623     ECG3   3390 
     20942584     ECG4   3886 
     20942585     ECG4   3886 
     20942586     ECG4   3886 
     20942587     ECG4   3886 
     20942588     ECG4   3886 
     20942589     ECG4   3886 
     20942590     ECG4   3886 
     20942591     ECG4   3886 
     20942592     ECG4   3886 
     20942593     ECG4   3886 
     20942594     ECG4   3886 
     20942595     ECG4   3886 
     20942596     ECG4   3886 
     20942597     ECG4   3886 
     20942598     ECG4   3886 
     20942599     ECG4   3886 
     20942600     ECG4   3886 
     20942601     ECG4   3886 
     20942602     ECG4   3886 
     20942603     ECG4   3886 
     20942604     ECG4   3886 
     20942605     ECG4   3886 
     20942606     ECG4   3886 
     20942607     ECG4   3886 
     20942608     ECG4   3886 
     20942609     ECG4   3886 
     20942610     ECG4   3886 
     20942611     ECG4   3886 
     20942612     ECG4   3886 
     20942613     ECG4   3886 
     20942614     ECG4   3886 
     20942615     ECG4   3886 
     20942616     ECG4   3886 
     20942617     ECG4   3886 
     20942618     ECG4   3886 
     20942619     ECG4   3886 
     20942620     ECG4   3886 
     20942621     ECG4   3886 
     20942622     ECG4   3886 
     20942623     ECG4   3886 
     20942624     ECG1   3544 
     20942625     ECG1   3544 
     20942626     ECG1   3544 
     20942627     ECG1   3544 
     20942628     ECG1   3544 
     20942629     ECG1   3544 
     20942630     ECG1   3544 
     20942631     ECG1   3544 
     20942632     ECG1   3544 
     20942633     ECG1   3544 
     20942634     ECG1   3544 
     20942635     ECG1   3544 
     20942636     ECG1   3544 
     20942637     ECG1   3544 
     20942638     ECG1   3544 
     20942639     ECG1   3544 
     20942640     ECG1   3544 
     20942641     ECG1   3544 
     20942642     ECG1   3544 
     20942643     ECG1   3544 
     20942644     ECG1   3544 
     20942645     ECG1   3544 
     20942646     ECG1   3544 
     20942647     ECG1   3544 
     20942648     ECG1   3544 
     20942649     ECG1   3544 
     20942650     ECG1   3544 
     20942651     ECG1   3544 
     20942652     ECG1   3544 
     20942653     ECG1   3544 
     20942654     ECG1   3544 
     20942655     ECG1   3544 
     20942656     ECG1   3544 
     20942657     ECG1   3544 
     20942658     ECG1   3544 
     20942659     ECG1   3544 
     20942660     ECG1   3544 
     20942661     ECG1   3544 
     20942662     ECG1   3544 
     20942663     ECG1   3544 
     20942624     ECG2   3774 
     20942625     ECG2   3774 
     20942626     ECG2   3774 
     20942627     ECG2   3774 
     20942628     ECG2   3774 
     20942629     ECG2   3774 
     20942630     ECG2   3774 
     20942631     ECG2   3774 
     20942632     ECG2   3774 
     20942633     ECG2   3774 
     20942634     ECG2   3774 
     20942635     ECG2   3774 
     20942636     ECG2   3774 
     20942637     ECG2   3774 
     20942638     ECG2   3774 
     20942639     ECG2   3774 
     20942640     ECG2   3774 
     20942641     ECG2   3774 
     20942642     ECG2   3774 
     20942643     ECG2   3774 
     20942644     ECG2   3774 
     20942645     ECG2   3774 
     20942646     ECG2   3774 
     20942647     ECG2   3774 
     20942648     ECG2   3774 
     20942649     ECG2   3774 
     20942650     ECG2   3774 
     20942651     ECG2   3774 
     20942652     ECG2   3774 
     20942653     ECG2   3774 
     20942654     ECG2   3774 
     20942655     ECG2   3774 
     20942656     ECG2   3774 
     20942657     ECG2   3774 
     20942658     ECG2   3774 
     20942659     ECG2   3774 
     20942660     ECG2   3774 
     20942661     ECG2   3774 
     20942662     ECG2   3774 
     20942663     ECG2   3774 
     20942624     ECG3   3390 
     20942625     ECG3   3390 
     20942626     ECG3   3390 
     20942627     ECG3   3390 
     20942628     ECG3   3390 
     20942629     ECG3   3390 
     20942630     ECG3   3390 
     20942631     ECG3   3390 
     20942632     ECG3   3390 
     20942633     ECG3   3390 
     20942634     ECG3   3390 
     20942635     ECG3   3390 
     20942636     ECG3   3390 
     20942637     ECG3   3390 
     20942638     ECG3   3390 
     20942639     ECG3   3390 
     20942640     ECG3   3390 
     20942641     ECG3   3390 
     20942642     ECG3   3390 
     20942643     ECG3   3390 
     20942644     ECG3   3390 
     20942645     ECG3   3390 
     20942646     ECG3   3390 
     20942647     ECG3   3390 
     20942648     ECG3   3390 
     20942649     ECG3   3390 
     20942650     ECG3   3390 
     20942651     ECG3   3390 
     20942652     ECG3   3390 
     20942653     ECG3   3390 
     20942654     ECG3   3390 
     20942655     ECG3   3390 
     20942656     ECG3   3390 
     20942657     ECG3   3390 
     20942658     ECG3   3390 
     20942659     ECG3   3390 
     20942660     ECG3   3390 
     20942661     ECG3   3390 
     20942662     ECG3   3390 
     20942663     ECG3   3390 
     20942624     ECG4   3886 
     20942625     ECG4   3886 
     20942626     ECG4   3886 
     20942627     ECG4   3886 
     20942628     ECG4   3886 
     20942629     ECG4   3886 
     20942630     ECG4   3886 
     20942631     ECG4   3886 
     20942632     ECG4   3886 
     20942633     ECG4   3886 
     20942634     ECG4   3886 
     20942635     ECG4   3886 
     20942636     ECG4   3886 
     20942637     ECG4   3886 
     20942638     ECG4   3886 
     20942639     ECG4   3886 
     20942640     ECG4   3886 
     20942641     ECG4   3886 
     20942642     ECG4   3886 
     20942643     ECG4   3886 
     20942644     ECG4   3886 
     20942645     ECG4   3886 
     20942646     ECG4   3886 
     20942647     ECG4   3886 
     20942648     ECG4   3886 
     20942649     ECG4   3886 
     20942650     ECG4   3886 
     20942651     ECG4   3886 
     20942652     ECG4   3886 
     20942653     ECG4   3886 
     20942654     ECG4   3886 
     20942655     ECG4   3886 
     20942656     ECG4   3886 
     20942657     ECG4   3886 
     20942658     ECG4   3886 
     20942659     ECG4   3886 
     20942660     ECG4   3886 
     20942661     ECG4   3886 
     20942662     ECG4   3886 
     20942663     ECG4   3886 
     20942664     ECG1   3544 
     20942665     ECG1   3544 
     20942666     ECG1   3544 
     20942667     ECG1   3544 
     20942668     ECG1   3544 
     20942669     ECG1   3544 
     20942670     ECG1   3544 
     20942671     ECG1   3544 
     20942672     ECG1   3544 
     20942673     ECG1   3544 
     20942674     ECG1   3544 
     20942675     ECG1   3544 
     20942676     ECG1   3544 
     20942677     ECG1   3544 
     20942678     ECG1   3544 
     20942679     ECG1   3544 
     20942680     ECG1   3544 
     20942681     ECG1   3544 
     20942682     ECG1   3544 
     20942683     ECG1   3544 
     20942684     ECG1   3544 
     20942685     ECG1   3544 
     20942686     ECG1   3544 
     20942687     ECG1   3544 
     20942664     ECG2   3774 
     20942665     ECG2   3774 
     20942666     ECG2   3774 
     20942667     ECG2   3774 
     20942668     ECG2   3774 
     20942669     ECG2   3774 
     20942670     ECG2   3774 
     20942671     ECG2   3774 
     20942672     ECG2   3774 
     20942673     ECG2   3774 
     20942674     ECG2   3774 
     20942675     ECG2   3774 
     20942676     ECG2   3774 
     20942677     ECG2   3774 
     20942678     ECG2   3774 
     20942679     ECG2   3774 
     20942680     ECG2   3774 
     20942681     ECG2   3774 
     20942682     ECG2   3774 
     20942683     ECG2   3774 
     20942684     ECG2   3774 
     20942685     ECG2   3774 
     20942686     ECG2   3774 
     20942687     ECG2   3774 
     20942664     ECG3   3390 
     20942665     ECG3   3390 
     20942666     ECG3   3390 
     20942667     ECG3   3390 
     20942668     ECG3   3390 
     20942669     ECG3   3390 
     20942670     ECG3   3390 
     20942671     ECG3   3390 
     20942672     ECG3   3390 
     20942673     ECG3   3390 
     20942674     ECG3   3390 
     20942675     ECG3   3390 
     20942676     ECG3   3390 
     20942677     ECG3   3390 
     20942678     ECG3   3390 
     20942679     ECG3   3390 
     20942680     ECG3   3390 
     20942681     ECG3   3390 
     20942682     ECG3   3390 
     20942683     ECG3   3390 
     20942684     ECG3   3390 
     20942685     ECG3   3390 
     20942686     ECG3   3390 
     20942687     ECG3   3390 
     20942664     ECG4   3886 
     20942665     ECG4   3886 
     20942666     ECG4   3886 
     20942667     ECG4   3886 
     20942668     ECG4   3886 
     20942669     ECG4   3886 
     20942670     ECG4   3886 
     20942671     ECG4   3886 
     20942672     ECG4   3886 
     20942673     ECG4   3886 
     20942674     ECG4   3886 
     20942675     ECG4   3886 
     20942676     ECG4   3886 
     20942677     ECG4   3886 
     20942678     ECG4   3886 
     20942679     ECG4   3886 
     20942680     ECG4   3886 
     20942681     ECG4   3886 
     20942682     ECG4   3886 
     20942683     ECG4   3886 
     20942684     ECG4   3886 
     20942685     ECG4   3886 
     20942686     ECG4   3886 
     20942687     ECG4   3886 
     20942898     ECG1   3544 
     20942899     ECG1   3544 
     20942900     ECG1   3544 
     20942901     ECG1   3544 
     20942902     ECG1   3544 
     20942903     ECG1   3544 
     20942898     ECG2   3774 
     20942899     ECG2   3774 
     20942900     ECG2   3774 
     20942901     ECG2   3774 
     20942902     ECG2   3774 
     20942903     ECG2   3774 
     20942898     ECG3   3390 
     20942899     ECG3   3390 
     20942900     ECG3   3390 
     20942901     ECG3   3390 
     20942902     ECG3   3390 
     20942903     ECG3   3390 
     20942898     ECG4   3886 
     20942899     ECG4   3886 
     20942900     ECG4   3886 
     20942901     ECG4   3886 
     20942902     ECG4   3886 
     20942903     ECG4   3886 
     20942904     ECG1   3544 
     20942905     ECG1   3544 
     20942906     ECG1   3544 
     20942907     ECG1   3544 
     20942908     ECG1   3544 
     20942909     ECG1   3544 
     20942910     ECG1   3544 
     20942911     ECG1   3544 
     20942912     ECG1   3544 
     20942913     ECG1   3544 
     20942914     ECG1   3544 
     20942915     ECG1   3544 
     20942916     ECG1   3544 
     20942917     ECG1   3544 
     20942918     ECG1   3544 
     20942919     ECG1   3544 
     20942920     ECG1   3544 
     20942921     ECG1   3544 
     20942922     ECG1   3544 
     20942923     ECG1   3544 
     20942924     ECG1   3544 
     20942925     ECG1   3544 
     20942926     ECG1   3544 
     20942927     ECG1   3544 
     20942928     ECG1   3544 
     20942929     ECG1   3544 
     20942930     ECG1   3544 
     20942931     ECG1   3544 
     20942932     ECG1   3544 
     20942933     ECG1   3544 
     20942934     ECG1   3544 
     20942935     ECG1   3544 
     20942936     ECG1   3544 
     20942937     ECG1   3544 
     20942938     ECG1   3544 
     20942939     ECG1   3544 
     20942940     ECG1   3544 
     20942941     ECG1   3544 
     20942942     ECG1   3544 
     20942943     ECG1   3544 
     20942904     ECG2   3774 
     20942905     ECG2   3774 
     20942906     ECG2   3774 
     20942907     ECG2   3774 
     20942908     ECG2   3774 
     20942909     ECG2   3774 
     20942910     ECG2   3774 
     20942911     ECG2   3774 
     20942912     ECG2   3774 
     20942913     ECG2   3774 
     20942914     ECG2   3774 
     20942915     ECG2   3774 
     20942916     ECG2   3774 
     20942917     ECG2   3774 
     20942918     ECG2   3774 
     20942919     ECG2   3774 
     20942920     ECG2   3774 
     20942921     ECG2   3774 
     20942922     ECG2   3774 
     20942923     ECG2   3774 
     20942924     ECG2   3774 
     20942925     ECG2   3774 
     20942926     ECG2   3774 
     20942927     ECG2   3774 
     20942928     ECG2   3774 
     20942929     ECG2   3774 
     20942930     ECG2   3774 
     20942931     ECG2   3774 
     20942932     ECG2   3774 
     20942933     ECG2   3774 
     20942934     ECG2   3774 
     20942935     ECG2   3774 
     20942936     ECG2   3774 
     20942937     ECG2   3774 
     20942938     ECG2   3774 
     20942939     ECG2   3774 
     20942940     ECG2   3774 
     20942941     ECG2   3774 
     20942942     ECG2   3774 
     20942943     ECG2   3774 
     20942904     ECG3   3390 
     20942905     ECG3   3390 
     20942906     ECG3   3390 
     20942907     ECG3   3390 
     20942908     ECG3   3390 
     20942909     ECG3   3390 
     20942910     ECG3   3390 
     20942911     ECG3   3390 
     20942912     ECG3   3390 
     20942913     ECG3   3390 
     20942914     ECG3   3390 
     20942915     ECG3   3390 
     20942916     ECG3   3390 
     20942917     ECG3   3390 
     20942918     ECG3   3390 
     20942919     ECG3   3390 
     20942920     ECG3   3390 
     20942921     ECG3   3390 
     20942922     ECG3   3390 
     20942923     ECG3   3390 
     20942924     ECG3   3390 
     20942925     ECG3   3390 
     20942926     ECG3   3390 
     20942927     ECG3   3390 
     20942928     ECG3   3390 
     20942929     ECG3   3390 
     20942930     ECG3   3390 
     20942931     ECG3   3390 
     20942932     ECG3   3390 
     20942933     ECG3   3390 
     20942934     ECG3   3390 
     20942935     ECG3   3390 
     20942936     ECG3   3390 
     20942937     ECG3   3390 
     20942938     ECG3   3390 
     20942939     ECG3   3390 
     20942940     ECG3   3390 
     20942941     ECG3   3390 
     20942942     ECG3   3390 
     20942943     ECG3   3390 
     20942904     ECG4   3886 
     20942905     ECG4   3886 
     20942906     ECG4   3886 
     20942907     ECG4   3886 
     20942908     ECG4   3886 
     20942909     ECG4   3886 
     20942910     ECG4   3886 
     20942911     ECG4   3886 
     20942912     ECG4   3886 
     20942913     ECG4   3886 
     20942914     ECG4   3886 
     20942915     ECG4   3886 
     20942916     ECG4   3886 
     20942917     ECG4   3886 
     20942918     ECG4   3886 
     20942919     ECG4   3886 
     20942920     ECG4   3886 
     20942921     ECG4   3886 
     20942922     ECG4   3886 
     20942923     ECG4   3886 
     20942924     ECG4   3886 
     20942925     ECG4   3886 
     20942926     ECG4   3886 
     20942927     ECG4   3886 
     20942928     ECG4   3886 
     20942929     ECG4   3886 
     20942930     ECG4   3886 
     20942931     ECG4   3886 
     20942932     ECG4   3886 
     20942933     ECG4   3886 
     20942934     ECG4   3886 
     20942935     ECG4   3886 
     20942936     ECG4   3886 
     20942937     ECG4   3886 
     20942938     ECG4   3886 
     20942939     ECG4   3886 
     20942940     ECG4   3886 
     20942941     ECG4   3886 
     20942942     ECG4   3886 
     20942943     ECG4   3886 
     20942944     ECG1   3544 
     20942945     ECG1   3544 
     20942946     ECG1   3544 
     20942947     ECG1   3544 
     20942948     ECG1   3544 
     20942949     ECG1   3544 
     20942950     ECG1   3544 
     20942951     ECG1   3544 
     20942952     ECG1   3544 
     20942953     ECG1   3544 
     20942954     ECG1   3544 
     20942955     ECG1   3544 
     20942956     ECG1   3544 
     20942957     ECG1   3544 
     20942958     ECG1   3544 
     20942959     ECG1   3544 
     20942960     ECG1   3544 
     20942961     ECG1   3544 
     20942962     ECG1   3544 
     20942963     ECG1   3544 
     20942964     ECG1   3544 
     20942965     ECG1   3544 
     20942966     ECG1   3544 
     20942944     ECG2   3774 
     20942945     ECG2   3774 
     20942946     ECG2   3774 
     20942947     ECG2   3774 
     20942948     ECG2   3774 
     20942949     ECG2   3774 
     20942950     ECG2   3774 
     20942951     ECG2   3774 
     20942952     ECG2   3774 
     20942953     ECG2   3774 
     20942954     ECG2   3774 
     20942955     ECG2   3774 
     20942956     ECG2   3774 
     20942957     ECG2   3774 
     20942958     ECG2   3774 
     20942959     ECG2   3774 
     20942960     ECG2   3774 
     20942961     ECG2   3774 
     20942962     ECG2   3774 
     20942963     ECG2   3774 
     20942964     ECG2   3774 
     20942965     ECG2   3774 
     20942966     ECG2   3774 
     20942944     ECG3   3390 
     20942945     ECG3   3390 
     20942946     ECG3   3390 
     20942947     ECG3   3390 
     20942948     ECG3   3390 
     20942949     ECG3   3390 
     20942950     ECG3   3390 
     20942951     ECG3   3390 
     20942952     ECG3   3390 
     20942953     ECG3   3390 
     20942954     ECG3   3390 
     20942955     ECG3   3390 
     20942956     ECG3   3390 
     20942957     ECG3   3390 
     20942958     ECG3   3390 
     20942959     ECG3   3390 
     20942960     ECG3   3390 
     20942961     ECG3   3390 
     20942962     ECG3   3390 
     20942963     ECG3   3390 
     20942964     ECG3   3390 
     20942965     ECG3   3390 
     20942966     ECG3   3390 
     20942944     ECG4   3886 
     20942945     ECG4   3886 
     20942946     ECG4   3886 
     20942947     ECG4   3886 
     20942948     ECG4   3886 
     20942949     ECG4   3886 
     20942950     ECG4   3886 
     20942951     ECG4   3886 
     20942952     ECG4   3886 
     20942953     ECG4   3886 
     20942954     ECG4   3886 
     20942955     ECG4   3886 
     20942956     ECG4   3886 
     20942957     ECG4   3886 
     20942958     ECG4   3886 
     20942959     ECG4   3886 
     20942960     ECG4   3886 
     20942961     ECG4   3886 
     20942962     ECG4   3886 
     20942963     ECG4   3886 
     20942964     ECG4   3886 
     20942965     ECG4   3886 
     20942966     ECG4   3886 
